schedule_id,match_state,home_team_id,away_team_id,home_team,away_team,match_time,home_ht_total_played,home_ht_total_W,home_ht_total_D,home_ht_total_L,home_ht_total_GF,home_ht_total_GA,home_ht_total_GD,home_ht_total_pts,home_ht_total_rank,home_ht_total_win_rate,home_ht_home_played,home_ht_home_W,home_ht_home_D,home_ht_home_L,home_ht_home_GF,home_ht_home_GA,home_ht_home_GD,home_ht_home_pts,home_ht_home_rank,home_ht_home_win_rate,home_ht_away_played,home_ht_away_W,home_ht_away_D,home_ht_away_L,home_ht_away_GF,home_ht_away_GA,home_ht_away_GD,home_ht_away_pts,home_ht_away_rank,home_ht_away_win_rate,home_ht_last6_played,home_ht_last6_W,home_ht_last6_D,home_ht_last6_L,home_ht_last6_GF,home_ht_last6_GA,home_ht_last6_GD,home_ht_last6_pts,home_ht_last6_rank,home_ht_last6_win_rate,away_ht_total_played,away_ht_total_W,away_ht_total_D,away_ht_total_L,away_ht_total_GF,away_ht_total_GA,away_ht_total_GD,away_ht_total_pts,away_ht_total_rank,away_ht_total_win_rate,away_ht_home_played,away_ht_home_W,away_ht_home_D,away_ht_home_L,away_ht_home_GF,away_ht_home_GA,away_ht_home_GD,away_ht_home_pts,away_ht_home_rank,away_ht_home_win_rate,away_ht_away_played,away_ht_away_W,away_ht_away_D,away_ht_away_L,away_ht_away_GF,away_ht_away_GA,away_ht_away_GD,away_ht_away_pts,away_ht_away_rank,away_ht_away_win_rate,away_ht_last6_played,away_ht_last6_W,away_ht_last6_D,away_ht_last6_L,away_ht_last6_GF,away_ht_last6_GA,away_ht_last6_GD,away_ht_last6_pts,away_ht_last6_rank,away_ht_last6_win_rate
2950977,0,266,20,里尔,阿斯顿维拉,2026-03-13 01:45,13,3,8,2,5,4,1,17,11,23.1%,12,4,3,5,5,7,-2,15,10,33.3%,6,1,4,1,1,1,0,7,,16.7%,,,,,,,,,,,15,5,6,4,9,7,2,21,12,33.3%,14,2,7,5,6,9,-3,13,13,14.3%,6,1,2,3,2,4,-2,5,,16.7%,,,,,,,,,,
