schedule_id,match_state,home_team_id,away_team_id,home_team,away_team,match_time,home_ft_total_played,home_ft_total_W,home_ft_total_D,home_ft_total_L,home_ft_total_GF,home_ft_total_GA,home_ft_total_GD,home_ft_total_pts,home_ft_total_rank,home_ft_total_win_rate,home_ft_home_played,home_ft_home_W,home_ft_home_D,home_ft_home_L,home_ft_home_GF,home_ft_home_GA,home_ft_home_GD,home_ft_home_pts,home_ft_home_rank,home_ft_home_win_rate,home_ft_away_played,home_ft_away_W,home_ft_away_D,home_ft_away_L,home_ft_away_GF,home_ft_away_GA,home_ft_away_GD,home_ft_away_pts,home_ft_away_rank,home_ft_away_win_rate,home_ft_last6_played,home_ft_last6_W,home_ft_last6_D,home_ft_last6_L,home_ft_last6_GF,home_ft_last6_GA,home_ft_last6_GD,home_ft_last6_pts,home_ft_last6_rank,home_ft_last6_win_rate,away_ft_total_played,away_ft_total_W,away_ft_total_D,away_ft_total_L,away_ft_total_GF,away_ft_total_GA,away_ft_total_GD,away_ft_total_pts,away_ft_total_rank,away_ft_total_win_rate,away_ft_home_played,away_ft_home_W,away_ft_home_D,away_ft_home_L,away_ft_home_GF,away_ft_home_GA,away_ft_home_GD,away_ft_home_pts,away_ft_home_rank,away_ft_home_win_rate,away_ft_away_played,away_ft_away_W,away_ft_away_D,away_ft_away_L,away_ft_away_GF,away_ft_away_GA,away_ft_away_GD,away_ft_away_pts,away_ft_away_rank,away_ft_away_win_rate,away_ft_last6_played,away_ft_last6_W,away_ft_last6_D,away_ft_last6_L,away_ft_last6_GF,away_ft_last6_GA,away_ft_last6_GD,away_ft_last6_pts,away_ft_last6_rank,away_ft_last6_win_rate,home_ht_total_played,home_ht_total_W,home_ht_total_D,home_ht_total_L,home_ht_total_GF,home_ht_total_GA,home_ht_total_GD,home_ht_total_pts,home_ht_total_rank,home_ht_total_win_rate,home_ht_home_played,home_ht_home_W,home_ht_home_D,home_ht_home_L,home_ht_home_GF,home_ht_home_GA,home_ht_home_GD,home_ht_home_pts,home_ht_home_rank,home_ht_home_win_rate,home_ht_away_played,home_ht_away_W,home_ht_away_D,home_ht_away_L,home_ht_away_GF,home_ht_away_GA,home_ht_away_GD,home_ht_away_pts,home_ht_away_rank,home_ht_away_win_rate,home_ht_last6_played,home_ht_last6_W,home_ht_last6_D,home_ht_last6_L,home_ht_last6_GF,home_ht_last6_GA,home_ht_last6_GD,home_ht_last6_pts,home_ht_last6_rank,home_ht_last6_win_rate,away_ht_total_played,away_ht_total_W,away_ht_total_D,away_ht_total_L,away_ht_total_GF,away_ht_total_GA,away_ht_total_GD,away_ht_total_pts,away_ht_total_rank,away_ht_total_win_rate,away_ht_home_played,away_ht_home_W,away_ht_home_D,away_ht_home_L,away_ht_home_GF,away_ht_home_GA,away_ht_home_GD,away_ht_home_pts,away_ht_home_rank,away_ht_home_win_rate,away_ht_away_played,away_ht_away_W,away_ht_away_D,away_ht_away_L,away_ht_away_GF,away_ht_away_GA,away_ht_away_GD,away_ht_away_pts,away_ht_away_rank,away_ht_away_win_rate,away_ht_last6_played,away_ht_last6_W,away_ht_last6_D,away_ht_last6_L,away_ht_last6_GF,away_ht_last6_GA,away_ht_last6_GD,away_ht_last6_pts,away_ht_last6_rank,away_ht_last6_win_rate
2921107,0,1423,5072,迪康塞普森,纽柏莱斯,2026-03-07 07:30,5,1,1,3,4,7,-3,4,15,20.0%,1,0,1,0,1,1,0,1,15,0.0%,4,1,0,3,3,6,-3,3,10,25.0%,5,1,1,3,4,7,-3,4,,20.0%,5,2,2,1,5,4,1,8,6,40.0%,3,1,1,1,3,3,0,4,11,33.3%,2,1,1,0,2,1,1,4,1,50.0%,5,2,2,1,5,4,1,8,,40.0%,1,0,1,0,0,0,0,1,13,0.0%,4,2,1,1,2,1,1,7,1,50.0%,5,2,2,1,2,1,1,8,,40.0%,,,,,,,,,,,3,1,1,1,2,2,0,4,8,33.3%,2,0,1,1,0,1,-1,1,10,0.0%,5,1,2,2,2,3,-1,5,,20.0%,,,,,,,,,,
